Descr. 1,Descr. 2,Comune,Provincia,Tipologia punto vendita,P.Iva,Email punto vendita,Agente,Link modulo precompilato
Erboristeria Elisir,di Turella Laura,Verona,VR,Erboristeria,03616890236,turellalaura@gmail.com,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Erboristeria%20Elisir&rc51bef4dd505413ebc19b4d510a3365a=di%20Turella%20Laura&r26540616401e4f999c44de10ddc004ee=Verona&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=03616890236&r1addcad129b44b3cb2220834a33335d5=turellalaura%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Herbapharma di Gò dott.ssa Annalisa,,Due Carrare,PD,Farmacia,02322970282,herbapharma.annalisa@libero.it,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Herbapharma%20di%20G%C3%B2%20dott.ssa%20Annalisa&r26540616401e4f999c44de10ddc004ee=Due%20Carrare&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02322970282&r1addcad129b44b3cb2220834a33335d5=herbapharma.annalisa%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Parafarmacia  Dott.ssa Bertin Barbara,,Legnaro,PD,Parafarmacia,04156150288,barbarabertin@libero.it,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Parafarmacia%20%20Dott.ssa%20Bertin%20Barbara&r26540616401e4f999c44de10ddc004ee=Legnaro&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Parafarmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04156150288&r1addcad129b44b3cb2220834a33335d5=barbarabertin%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Farmacia Maccaferri Srl,,Valli del Pasubio,VI,Farmacia,04347210249,farmaciamaccaferri@gmail.com,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Maccaferri%20Srl&r26540616401e4f999c44de10ddc004ee=Valli%20del%20Pasubio&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04347210249&r1addcad129b44b3cb2220834a33335d5=farmaciamaccaferri%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Farmacia Lovari Snc,Dott.sse Ferrari e Rapisarda,San Martino di Lupari,PD,Farmacia,05500220289,farmacialovari@gmail.com,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Lovari%20Snc&rc51bef4dd505413ebc19b4d510a3365a=Dott.sse%20Ferrari%20e%20Rapisarda&r26540616401e4f999c44de10ddc004ee=San%20Martino%20di%20Lupari&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=05500220289&r1addcad129b44b3cb2220834a33335d5=farmacialovari%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
FARMACIA CARLI,di Della Libera d.ssa Federica,Conegliano,TV,Farmacia,03410170264,info@farmaciacarli.it,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=FARMACIA%20CARLI&rc51bef4dd505413ebc19b4d510a3365a=di%20Della%20Libera%20d.ssa%20Federica&r26540616401e4f999c44de10ddc004ee=Conegliano&r8df9a2a8446640338ce40a1c53c513d7=TV&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=03410170264&r1addcad129b44b3cb2220834a33335d5=info%40farmaciacarli.it&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
Farmacia Zanconato,D.ssa Emanuela,Crespadoro,VI,Farmacia,02478260249,andrea.frezza@libero.it,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Zanconato&rc51bef4dd505413ebc19b4d510a3365a=D.ssa%20Emanuela&r26540616401e4f999c44de10ddc004ee=Crespadoro&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02478260249&r1addcad129b44b3cb2220834a33335d5=andrea.frezza%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Farmacia Nogarazza Snc,,Arcugnano,VI,Farmacia,03869160246,farmacianogarazza@gmail.com,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Nogarazza%20Snc&r26540616401e4f999c44de10ddc004ee=Arcugnano&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=03869160246&r1addcad129b44b3cb2220834a33335d5=farmacianogarazza%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Farmacia Cusignana snc,,Giavera del Montello,TV,Farmacia,05375230264,farmaciacusignana@gmail.com,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Cusignana%20snc&r26540616401e4f999c44de10ddc004ee=Giavera%20del%20Montello&r8df9a2a8446640338ce40a1c53c513d7=TV&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=05375230264&r1addcad129b44b3cb2220834a33335d5=farmaciacusignana%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
Farmacia St. Magdalena Apotheke,di Dott. Michele Caliceti,Bolzano,BZ,Farmacia,01925260224,info@farmagdalenapo.com,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20St.%20Magdalena%20Apotheke&rc51bef4dd505413ebc19b4d510a3365a=di%20Dott.%20Michele%20Caliceti&r26540616401e4f999c44de10ddc004ee=Bolzano&r8df9a2a8446640338ce40a1c53c513d7=BZ&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=01925260224&r1addcad129b44b3cb2220834a33335d5=info%40farmagdalenapo.com&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Farmacia Tecchio Srl,,Sarego,VI,Farmacia,04377980240,farmacia.tecchio@libero.it,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Tecchio%20Srl&r26540616401e4f999c44de10ddc004ee=Sarego&r8df9a2a8446640338ce40a1c53c513d7=VI&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04377980240&r1addcad129b44b3cb2220834a33335d5=farmacia.tecchio%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
FARMACIA CHIMENTI SRL,,BELLUNO,BL,Farmacia,01016680256,info@farmaciachimenti.it,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=FARMACIA%20CHIMENTI%20SRL&r26540616401e4f999c44de10ddc004ee=BELLUNO&r8df9a2a8446640338ce40a1c53c513d7=BL&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=01016680256&r1addcad129b44b3cb2220834a33335d5=info%40farmaciachimenti.it&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
Farmacia Fabroni dott. Gerardo,,Portogruaro,VE,Farmacia,02967980273,ordini.farmacia@fabroni.it,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Fabroni%20dott.%20Gerardo&r26540616401e4f999c44de10ddc004ee=Portogruaro&r8df9a2a8446640338ce40a1c53c513d7=VE&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02967980273&r1addcad129b44b3cb2220834a33335d5=ordini.farmacia%40fabroni.it&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
FARMACIA SAN GIOVANNI DELLA DR.SSA IVANA,,SAN GIOVANNI DI FASSA-SEN JAN,TN,Farmacia,04414450280,farmaciavigodifassa@gmail.com,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=FARMACIA%20SAN%20GIOVANNI%20DELLA%20DR.SSA%20IVANA&r26540616401e4f999c44de10ddc004ee=SAN%20GIOVANNI%20DI%20FASSA-SEN%20JAN&r8df9a2a8446640338ce40a1c53c513d7=TN&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04414450280&r1addcad129b44b3cb2220834a33335d5=farmaciavigodifassa%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Farmacia Di Carano S.N.C.,di Cristellon Dr. Matteo & C.,Ville di Fiemme,TN,Farmacia,02305720225,farmacia.carano@gmail.com,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Di%20Carano%20S.N.C.&rc51bef4dd505413ebc19b4d510a3365a=di%20Cristellon%20Dr.%20Matteo%20%26%20C.&r26540616401e4f999c44de10ddc004ee=Ville%20di%20Fiemme&r8df9a2a8446640338ce40a1c53c513d7=TN&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02305720225&r1addcad129b44b3cb2220834a33335d5=farmacia.carano%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Farmacia St. Pauls,,San Paolo,BZ,Farmacia,02572840219,,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20St.%20Pauls&r26540616401e4f999c44de10ddc004ee=San%20Paolo&r8df9a2a8446640338ce40a1c53c513d7=BZ&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02572840219&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Farmacia San Benedetto sas,,Peschiera del Garda,VR,Farmacia,04730240233,,Mancini Andrea,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20San%20Benedetto%20sas&r26540616401e4f999c44de10ddc004ee=Peschiera%20del%20Garda&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04730240233&r59bc1e759dc143c48cba2b322870aea3=Mancini%20Andrea
Farmacia Melati,,Conegliano,TV,Farmacia,,farmaciamelati@tiscali.it,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Melati&r26540616401e4f999c44de10ddc004ee=Conegliano&r8df9a2a8446640338ce40a1c53c513d7=TV&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&r1addcad129b44b3cb2220834a33335d5=farmaciamelati%40tiscali.it&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
Farmacia dr. Bertazzoni Marco - Apotheke,,Laives,BZ,Farmacia,,farmaberta@gmail.com,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20dr.%20Bertazzoni%20Marco%20-%20Apotheke&r26540616401e4f999c44de10ddc004ee=Laives&r8df9a2a8446640338ce40a1c53c513d7=BZ&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&r1addcad129b44b3cb2220834a33335d5=farmaberta%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
Farmacia Guggi dr. Eugenio,,Casale di Scodosia,PD,Farmacia,,farmacia@guggi.191.it,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Guggi%20dr.%20Eugenio&r26540616401e4f999c44de10ddc004ee=Casale%20di%20Scodosia&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&r1addcad129b44b3cb2220834a33335d5=farmacia%40guggi.191.it&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Farmacia Asseggiano,,Venezia,VE,Farmacia,,farmacia.asseggiano@gmail.com,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Asseggiano&r26540616401e4f999c44de10ddc004ee=Venezia&r8df9a2a8446640338ce40a1c53c513d7=VE&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&r1addcad129b44b3cb2220834a33335d5=farmacia.asseggiano%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
Farmacia Val dei Fiori snc,di Bonicelli Pier Leonida De Zan Milena,Vittorio Veneto,TV,Farmacia,05096480263,Farmaciavaldeifiori@gmail.com,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Val%20dei%20Fiori%20snc&rc51bef4dd505413ebc19b4d510a3365a=di%20Bonicelli%20Pier%20Leonida%20De%20Zan%20Milena&r26540616401e4f999c44de10ddc004ee=Vittorio%20Veneto&r8df9a2a8446640338ce40a1c53c513d7=TV&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=05096480263&r1addcad129b44b3cb2220834a33335d5=Farmaciavaldeifiori%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
RADICEBIO S.R.L.,,Abano Terme,PD,Erboristeria,04870290287,abano1@naturasi.it,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=RADICEBIO%20S.R.L.&r26540616401e4f999c44de10ddc004ee=Abano%20Terme&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=04870290287&r1addcad129b44b3cb2220834a33335d5=abano1%40naturasi.it&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
Il Caduceo s.r.l.,,Venezia,VE,Farmacia,04758030276,grossidavid@yahoo.it,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Il%20Caduceo%20s.r.l.&r26540616401e4f999c44de10ddc004ee=Venezia&r8df9a2a8446640338ce40a1c53c513d7=VE&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04758030276&r1addcad129b44b3cb2220834a33335d5=grossidavid%40yahoo.it&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
Romina Callegarin,,VILLAMARZANA,RO,Professionista,01595200294,rominacallegarin79@gmail.com,Giacomin Maurizio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Romina%20Callegarin&r26540616401e4f999c44de10ddc004ee=VILLAMARZANA&r8df9a2a8446640338ce40a1c53c513d7=RO&rbafce5adc91849a2a8e7921033a3f0d3=Professionista&rc51aa2d7137f43a08b841f5ff85ce8c3=01595200294&r1addcad129b44b3cb2220834a33335d5=rominacallegarin79%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Giacomin%20Maurizio
Farmacia Karbacher Johann & C. Snc Sesto,,SEXTEN,BZ,Farmacia,02462720216,,INNERBICHLER IVO,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Karbacher%20Johann%20%26%20C.%20Snc%20Sesto&r26540616401e4f999c44de10ddc004ee=SEXTEN&r8df9a2a8446640338ce40a1c53c513d7=BZ&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02462720216&r59bc1e759dc143c48cba2b322870aea3=INNERBICHLER%20IVO
ERBORISTERIA DELLA SALUTE DI BAZZOLI E,,Isola Rizza,VR,Erboristeria,03382710238,elabaz17@gmail.com,Turco Tiziano,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=ERBORISTERIA%20DELLA%20SALUTE%20DI%20BAZZOLI%20E&r26540616401e4f999c44de10ddc004ee=Isola%20Rizza&r8df9a2a8446640338ce40a1c53c513d7=VR&rbafce5adc91849a2a8e7921033a3f0d3=Erboristeria&rc51aa2d7137f43a08b841f5ff85ce8c3=03382710238&r1addcad129b44b3cb2220834a33335d5=elabaz17%40gmail.com&r59bc1e759dc143c48cba2b322870aea3=Turco%20Tiziano
Farmacia Lago Snc,Di Maria Grazia Lago & C.,Busa di Vigonza,PD,Farmacia,05502480287,farmacia.lago@libero.it,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20Lago%20Snc&rc51bef4dd505413ebc19b4d510a3365a=Di%20Maria%20Grazia%20Lago%20%26%20C.&r26540616401e4f999c44de10ddc004ee=Busa%20di%20Vigonza&r8df9a2a8446640338ce40a1c53c513d7=PD&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=05502480287&r1addcad129b44b3cb2220834a33335d5=farmacia.lago%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
FARMACIA S. ANNA,Dr Conte Federico,Zenson di Piave,TV,Farmacia,03586670261,farmaciasantanna@libero.it,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=FARMACIA%20S.%20ANNA&rc51bef4dd505413ebc19b4d510a3365a=Dr%20Conte%20Federico&r26540616401e4f999c44de10ddc004ee=Zenson%20di%20Piave&r8df9a2a8446640338ce40a1c53c513d7=TV&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=03586670261&r1addcad129b44b3cb2220834a33335d5=farmaciasantanna%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
Farmacie S. Michele sas,Del Dr Nazzareno Zanetti & C.,Salgareda,TV,Farmacia,04630820266,Zanettezeno@libero.it,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacie%20S.%20Michele%20sas&rc51bef4dd505413ebc19b4d510a3365a=Del%20Dr%20Nazzareno%20Zanetti%20%26%20C.&r26540616401e4f999c44de10ddc004ee=Salgareda&r8df9a2a8446640338ce40a1c53c513d7=TV&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=04630820266&r1addcad129b44b3cb2220834a33335d5=Zanettezeno%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
FARMACIA SANTROVASO DELLA DR.SSA MARTA S,TEFANO E C. SAS,PREGANZIOL,TV,Farmacia,02418570269,info@farmaciasantrovaso.it,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=FARMACIA%20SANTROVASO%20DELLA%20DR.SSA%20MARTA%20S&rc51bef4dd505413ebc19b4d510a3365a=TEFANO%20E%20C.%20SAS&r26540616401e4f999c44de10ddc004ee=PREGANZIOL&r8df9a2a8446640338ce40a1c53c513d7=TV&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=02418570269&r1addcad129b44b3cb2220834a33335d5=info%40farmaciasantrovaso.it&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
Farmacia  alla  salute  Dott Guidorzi,,CRESPINO,RO,Farmacia,01152580294,farmacia.allasalute@libero.it,Iubatti Antonio,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20%20alla%20%20salute%20%20Dott%20Guidorzi&r26540616401e4f999c44de10ddc004ee=CRESPINO&r8df9a2a8446640338ce40a1c53c513d7=RO&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=01152580294&r1addcad129b44b3cb2220834a33335d5=farmacia.allasalute%40libero.it&r59bc1e759dc143c48cba2b322870aea3=Iubatti%20Antonio
Farmacia San Giorgio,Dott. Enrico Venturelli,Domegge di Cadore,BL,Farmacia,00740010251,farmaciadomegge@enricoventurelli.191.it,Bressan Vincenzo,https://forms.office.com/Pages/ResponsePage.aspx?id=nKtCoyvbA0i4vGbx7zHXWHvai3XR44xKmD6FRWRkL9pUODc4UVZES1g2SFpFMzdRSEhKNkVER0czQyQlQCN0PWcu&r444f7f325e7f494884a64210762d71cf=Farmacia%20San%20Giorgio&rc51bef4dd505413ebc19b4d510a3365a=Dott.%20Enrico%20Venturelli&r26540616401e4f999c44de10ddc004ee=Domegge%20di%20Cadore&r8df9a2a8446640338ce40a1c53c513d7=BL&rbafce5adc91849a2a8e7921033a3f0d3=Farmacia&rc51aa2d7137f43a08b841f5ff85ce8c3=00740010251&r1addcad129b44b3cb2220834a33335d5=farmaciadomegge%40enricoventurelli.191.it&r59bc1e759dc143c48cba2b322870aea3=Bressan%20Vincenzo
